City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
299,Waipawa,NZ,2020-02-25 05:39:37,-41.41,175.52,72.0,68,4,10.29
300,Praia Da Vitoria,PT,2020-02-25 05:32:39,38.73,-27.07,53.6,100,20,2.75
301,Souillac,MU,2020-02-25 05:31:59,-20.52,57.52,84.2,79,75,4.7
302,Bloomingdale,US,2020-02-25 05:39:37,27.89,-82.24,70.0,93,1,8.05
303,Ormara,PK,2020-02-25 05:35:03,25.21,64.64,74.86,77,66,5.84
304,Zmeinogorsk,RU,2020-02-25 05:39:37,51.16,82.19,16.56,90,74,0.89
305,Port Hedland,AU,2020-02-25 05:32:23,-20.32,118.57,95.0,47,98,12.75
306,Shasta Lake,US,2020-02-25 05:39:38,40.68,-122.37,60.8,33,1,3.36
307,Tecoanapa,MX,2020-02-25 05:35:03,16.52,-98.75,72.34,87,2,2.28
308,Ancud,CL,2020-02-25 05:31:39,-41.87,-73.82,48.2,93,6,3.36
309,Sao Joao Da Barra,BR,2020-02-25 05:32:11,-21.64,-41.05,72.7,91,100,6.71
310,Dharmanagar,IN,2020-02-25 05:39:38,24.37,92.17,87.85,31,63,2.19
311,Ararat,AM,2020-02-25 05:39:39,39.83,44.7,44.6,52,20,3.36
312,Pueblo Nuevo,PE,2020-02-25 05:39:39,-13.08,-76.38,72.59,88,3,5.64
313,Dunedin,NZ,2020-02-25 05:30:32,-45.87,170.5,64.99,68,68,1.99
314,Eidsvag,NO,2020-02-25 05:39:39,62.78,8.07,28.4,86,48,13.87
315,Lata,US,2020-02-25 05:31:37,47.13,-117.0,35.6,79,1,3.27
316,Noumea,NC,2020-02-25 05:39:40,-22.28,166.46,87.8,52,100,16.11
317,Norman Wells,CA,2020-02-25 05:32:25,65.28,-126.83,-4.0,83,90,2.24
318,Kihei,US,2020-02-25 05:36:05,20.79,-156.47,73.4,78,40,9.17
319,Saldanha,ZA,2020-02-25 05:31:25,-33.01,17.94,66.2,55,0,2.24
320,Ati,TD,2020-02-25 05:39:40,13.22,18.34,62.98,23,0,14.58
321,Svay Rieng,KH,2020-02-25 05:39:40,11.09,105.8,93.52,28,0,6.24
322,Marica,BR,2020-02-25 05:39:41,-22.92,-42.82,73.4,88,75,4.83
323,Ajdabiya,LY,2020-02-25 05:39:41,30.76,20.23,59.95,75,100,10.96
324,Ekhabi,RU,2020-02-25 05:39:41,53.51,142.97,5.29,95,80,12.97
325,Palabuhanratu,ID,2020-02-25 05:31:19,-6.99,106.55,82.02,80,27,8.79
326,Mattru,SL,2020-02-25 05:39:41,7.62,-11.83,74.44,89,84,2.57
327,Suraabad,AZ,2020-02-25 05:39:41,40.82,49.47,51.8,66,0,25.28
328,Qaqortoq,GL,2020-02-25 05:34:46,60.72,-46.03,5.0,42,0,5.82
329,Raton,US,2020-02-25 05:39:42,36.9,-104.44,28.4,58,90,13.87
330,Somanda,TZ,2020-02-25 05:39:42,-3.37,33.95,69.3,88,100,7.49
331,Tura,FR,2020-02-25 05:39:42,47.38,0.68,52.0,93,90,12.75
332,Luderitz,NA,2020-02-25 05:31:23,-26.65,15.16,60.8,100,15,4.7
333,Doha,QA,2020-02-25 05:37:28,25.29,51.53,82.99,64,97,10.29
334,Horsham,GB,2020-02-25 05:39:12,51.06,-0.33,43.0,86,65,10.29
335,Acarau,BR,2020-02-25 05:31:52,-2.89,-40.12,74.57,97,68,3.27
336,Valday,RU,2020-02-25 05:39:43,57.97,33.25,27.27,82,56,10.87
337,Kurumkan,RU,2020-02-25 05:39:43,54.3,110.3,13.24,82,0,2.8
338,Moundou,TD,2020-02-25 05:39:43,8.57,16.08,66.38,24,3,2.66
339,Bonthe,SL,2020-02-25 05:39:44,7.53,-12.51,77.74,87,88,5.21
340,Turukhansk,RU,2020-02-25 05:32:47,65.82,87.98,9.34,92,100,13.73
341,Blackwater,AU,2020-02-25 05:39:44,-23.58,148.88,88.57,51,63,6.26
342,Namatanai,PG,2020-02-25 05:32:08,-3.67,152.43,86.07,72,55,8.68
343,Novikovo,RU,2020-02-25 05:39:44,51.15,37.89,28.06,85,74,18.3
344,Kushima,JP,2020-02-25 05:39:44,31.46,131.23,68.0,60,75,1.12
345,Road Town,VG,2020-02-25 05:39:44,18.42,-64.62,75.2,83,90,10.29
346,Eydhafushi,MV,2020-02-25 05:39:45,5.1,73.07,82.11,77,55,14.07
347,Bartica,GY,2020-02-25 05:39:45,6.4,-58.62,75.2,88,34,2.24
348,Namanga,KE,2020-02-25 05:39:45,-2.54,36.79,74.48,57,100,1.54
349,Zabaykalsk,RU,2020-02-25 05:39:45,49.63,117.32,14.67,78,61,0.94
350,Tuatapere,NZ,2020-02-25 05:32:30,-46.13,167.68,65.26,70,57,1.57
351,Komsomolskiy,UZ,2020-02-25 05:34:58,40.43,71.72,55.4,76,83,2.24
352,Toliary,MG,2020-02-25 05:34:04,-23.35,43.67,76.51,77,44,23.2
353,San Rafael,AR,2020-02-25 05:34:02,-34.62,-68.33,65.84,37,89,9.86
354,Scarborough,GB,2020-02-25 05:39:46,54.28,-0.4,39.99,86,61,16.11
355,Karratha,AU,2020-02-25 05:39:46,-20.74,116.85,87.78,67,96,14.2
356,Kamenka,UA,2020-02-25 05:33:49,49.03,32.1,32.67,86,27,8.68
357,Zwedru,LR,2020-02-25 05:39:46,6.07,-8.13,73.9,97,96,2.15
358,Ivanovice Na Hane,CZ,2020-02-25 05:39:47,49.31,17.09,44.01,86,75,2.24
359,Mandurah,AU,2020-02-25 05:39:47,-32.55,115.7,90.0,43,75,16.11
360,Bereda,SO,2020-02-25 05:32:25,11.87,51.06,76.77,71,86,7.94
361,Rolandia,BR,2020-02-25 05:39:47,-23.31,-51.37,77.0,88,75,8.05
362,Mattawa,US,2020-02-25 05:39:47,46.74,-119.9,39.99,55,1,6.93
363,Bethanien,NA,2020-02-25 05:39:47,-26.48,17.15,73.54,61,0,12.86
364,Joshimath,IN,2020-02-25 05:39:48,30.57,79.57,46.13,34,38,5.03
365,Mangan,IN,2020-02-25 05:39:48,27.52,88.53,54.66,34,35,7.56
366,Kyren,RU,2020-02-25 05:39:48,51.68,102.14,15.8,74,73,1.95
367,Kishtwar,IN,2020-02-25 05:39:48,33.32,75.77,24.64,57,0,5.39
368,Chapais,CA,2020-02-25 05:32:15,49.78,-74.85,15.8,85,90,8.05
369,Mixtepec,MX,2020-02-25 05:39:48,16.28,-96.28,80.6,74,40,3.09
370,Kochi,IN,2020-02-25 05:39:49,9.94,76.26,87.8,48,1,5.82
371,Jalu,LY,2020-02-25 05:31:36,29.03,21.55,52.11,91,0,6.44
372,Cooma,AU,2020-02-25 05:39:49,-36.23,149.13,78.8,36,85,12.75
373,Klaksvik,FO,2020-02-25 05:31:20,62.23,-6.59,37.4,75,100,16.11
374,Nouakchott,MR,2020-02-25 05:27:32,18.09,-15.98,78.8,21,28,16.11
375,Christchurch,NZ,2020-02-25 05:36:13,-43.53,172.63,66.99,72,36,12.75
376,Iqaluit,CA,2020-02-25 05:31:16,63.75,-68.51,-25.01,67,5,5.82
377,Vesoul,FR,2020-02-25 05:35:05,47.58,5.83,46.4,81,90,14.99
378,Zheleznodorozhnyy,RU,2020-02-25 05:32:00,55.75,38.0,32.0,86,11,6.71
379,La Asuncion,VE,2020-02-25 05:39:50,11.03,-63.86,78.8,88,41,14.99
380,Ixtapa,MX,2020-02-25 05:39:50,20.7,-105.2,72.0,94,40,3.78
381,Port Augusta,AU,2020-02-25 05:33:59,-32.5,137.77,88.0,57,0,16.11
382,Honningsvag,NO,2020-02-25 05:36:14,70.98,25.97,26.6,63,40,9.17
383,Kurilsk,RU,2020-02-25 05:39:50,45.23,147.88,20.1,73,62,13.29
384,Baillif,GP,2020-02-25 05:39:51,16.02,-61.75,75.2,94,90,2.24
385,Brandon,US,2020-02-25 05:38:44,27.94,-82.29,70.0,93,1,8.05
386,Alekseyevsk,RU,2020-02-25 05:39:51,51.4,128.13,23.56,73,3,10.71
387,Great Bend,US,2020-02-25 05:39:51,38.36,-98.76,41.0,86,90,18.34
388,Chokwe,MZ,2020-02-25 05:39:51,-24.53,32.98,70.41,80,52,6.02
389,Hirara,JP,2020-02-25 05:39:51,24.8,125.28,78.8,74,75,11.41
390,Kaeo,NZ,2020-02-25 05:39:52,-35.1,173.78,73.0,60,0,5.01
391,Buraydah,SA,2020-02-25 05:32:32,26.33,43.98,71.6,73,40,12.75
392,Port Shepstone,ZA,2020-02-25 05:39:52,-30.74,30.45,68.25,75,0,0.83
393,San Policarpo,PH,2020-02-25 05:32:34,12.07,124.56,82.89,64,99,5.57
394,Arrifes,PT,2020-02-25 05:39:52,37.77,-25.7,53.6,93,40,1.97
395,Lucatan,PH,2020-02-25 05:39:52,7.01,126.42,81.5,79,34,16.6
396,Gaoua,BF,2020-02-25 05:39:52,10.3,-3.25,73.47,15,84,6.58
397,Sao Filipe,BR,2020-02-25 05:31:31,-6.66,-69.87,72.09,96,100,1.77
398,Novobirilyussy,RU,2020-02-25 05:39:53,56.95,90.67,20.07,90,69,3.98
399,Batken,KG,2020-02-25 05:39:53,39.83,71.0,43.02,59,42,2.73
400,Khandbari,NP,2020-02-25 05:39:53,27.37,87.2,50.9,38,97,5.93
401,Sturgeon Falls,CA,2020-02-25 05:39:53,46.36,-79.93,32.0,91,90,8.05
402,Tshikapa,CD,2020-02-25 05:35:10,-6.42,20.8,71.01,95,92,1.5
403,Homer,US,2020-02-25 05:34:45,59.64,-151.55,17.6,72,1,16.11
404,Quatre Cocos,MU,2020-02-25 05:31:40,-20.21,57.76,84.2,79,75,4.7
405,Shymkent,KZ,2020-02-25 05:39:54,42.3,69.6,55.4,66,36,4.47
406,Namtsy,RU,2020-02-25 05:39:54,62.72,129.67,-0.4,77,100,2.24
407,Chicama,PE,2020-02-25 05:34:49,-7.84,-79.15,73.4,88,40,10.29
408,Zaria,NG,2020-02-25 05:37:05,11.11,7.72,61.43,28,0,13.29
409,Brownwood,US,2020-02-25 05:39:54,31.71,-98.99,51.8,61,1,6.93
410,Encarnacion,PY,2020-02-25 05:39:55,-27.33,-55.9,78.8,83,89,5.82
411,Manzanillo,CU,2020-02-25 05:39:55,20.34,-77.12,70.36,79,9,6.24
412,Elesbao Veloso,BR,2020-02-25 05:39:55,-6.2,-42.14,73.27,96,100,2.48
413,Chuy,UY,2020-02-25 05:32:09,-33.7,-53.46,67.98,89,0,6.4
414,Eston,CA,2020-02-25 05:39:55,51.15,-108.75,10.99,78,5,11.41
415,Warqla,DZ,2020-02-25 05:32:02,31.95,5.33,42.8,48,18,5.68
416,Taltal,CL,2020-02-25 05:31:44,-25.4,-70.48,60.1,91,33,3.8
417,Am Timan,TD,2020-02-25 05:39:56,11.03,20.28,68.41,22,0,8.25
418,Gizo,EG,2020-02-25 05:29:57,30.01,31.21,53.6,93,75,8.05
419,Abalak,RU,2020-02-25 05:39:56,58.13,68.59,19.78,90,100,10.18
420,Padang,ID,2020-02-25 05:32:52,-0.95,100.35,87.84,52,19,2.62
421,Palmer,CO,2020-02-25 05:35:02,10.74,-74.75,77.0,83,4,8.05
422,Cascais,PT,2020-02-25 05:34:45,38.7,-9.42,54.0,81,75,6.93
423,Kupang,ID,2020-02-25 05:39:57,-10.17,123.58,86.0,84,40,10.29
424,Kovur,IN,2020-02-25 05:39:57,17.02,81.73,84.2,66,40,5.82
425,Airai,PW,2020-02-25 05:31:38,7.37,134.52,86.0,70,75,12.75
426,Sistranda,NO,2020-02-25 05:39:57,63.73,8.83,32.0,100,40,9.17
427,Provideniya,RU,2020-02-25 05:32:13,64.38,-173.3,17.6,78,100,13.42
428,Aborlan,PH,2020-02-25 05:39:57,9.44,118.55,89.6,62,20,11.41
429,Saint-Augustin,CA,2020-02-25 05:32:53,51.23,-58.65,29.3,92,100,16.53
430,Kirkenes,NO,2020-02-25 05:39:58,69.73,30.05,26.6,73,75,11.41
431,Zykovo,RU,2020-02-25 05:39:58,55.95,93.15,17.6,85,40,6.71
432,Maloy,NO,2020-02-25 05:39:58,61.94,5.11,32.0,51,100,6.93
433,Plettenberg Bay,ZA,2020-02-25 05:32:29,-34.05,23.37,69.44,63,0,1.05
434,Shitanjing,CN,2020-02-25 05:39:58,39.23,106.34,49.82,25,61,3.51
435,Ketchikan,US,2020-02-25 05:39:58,55.34,-131.65,35.6,74,90,20.8
436,Ahuimanu,US,2020-02-25 05:35:07,21.44,-157.84,75.2,73,20,12.75
437,Tashigang,BT,2020-02-25 05:39:59,27.61,91.5,55.83,30,62,6.11
438,Qandala,SO,2020-02-25 05:39:59,11.47,49.87,76.82,58,74,5.23
439,Zhurivka,UA,2020-02-25 05:39:59,50.5,31.78,30.2,92,34,6.71
440,Zamora,EC,2020-02-25 05:39:59,-4.07,-78.96,56.79,97,82,2.55
441,Yellandu,IN,2020-02-25 05:40:00,17.6,80.33,79.68,61,54,4.09
442,Beidao,CN,2020-02-25 05:35:18,34.57,105.89,64.6,24,0,11.65
443,Tabuk,PH,2020-02-25 05:40:00,17.42,121.44,83.48,56,0,6.4
444,San Quintin,FR,2020-02-25 05:34:54,49.85,3.28,44.6,87,75,12.75
445,Amberley,US,2020-02-25 05:40:00,39.2,-84.43,44.01,100,90,4.7
446,Ziyang,CN,2020-02-25 05:40:00,30.12,104.65,68.11,44,3,4.0
447,Saint Anthony,US,2020-02-25 05:34:07,45.02,-93.22,34.0,82,1,5.82
448,Tulagi,SB,2020-02-25 05:40:01,-9.1,160.15,89.6,66,20,4.7
449,Phibun Mangsahan,TH,2020-02-25 05:40:01,15.24,105.23,89.6,40,0,5.82
450,The Valley,AI,2020-02-25 05:40:01,18.22,-63.06,78.01,83,20,4.7
451,Simao,CN,2020-02-25 05:39:35,22.79,100.97,72.93,37,8,7.83
452,Bonfim,BR,2020-02-25 05:40:01,-16.66,-48.61,69.8,94,20,3.36
453,Seoul,KR,2020-02-25 05:39:06,37.57,126.98,46.4,75,90,10.29
454,Port Hardy,CA,2020-02-25 05:31:18,50.7,-127.42,39.2,80,90,20.8
455,Talas,US,2020-02-25 05:37:40,32.78,-96.81,52.0,62,1,3.36
456,Carballo,ES,2020-02-25 05:40:02,43.21,-8.69,55.99,93,75,13.87
457,Kolobrzeg,PL,2020-02-25 05:40:02,54.18,15.58,43.0,10,78,13.09
458,Mount Isa,AU,2020-02-25 05:32:36,-20.73,139.5,84.2,70,75,8.05
459,Brae,GB,2020-02-25 05:40:03,60.4,-1.35,39.2,80,100,6.93
460,Calabozo,VE,2020-02-25 05:40:03,8.92,-67.43,77.43,65,35,8.48
461,Touros,BR,2020-02-25 05:32:03,-5.2,-35.46,77.0,94,40,4.7
462,Maragogi,BR,2020-02-25 05:38:14,-9.01,-35.22,81.82,76,26,10.49
463,Mayya,RU,2020-02-25 05:40:03,61.73,130.28,-0.4,77,96,2.24
464,Ugoofaaru,MV,2020-02-25 05:34:27,5.67,73.0,82.27,75,32,14.0
465,Nokaneng,BW,2020-02-25 05:40:04,-19.67,22.27,65.57,89,100,11.07
466,Nuuk,GL,2020-02-25 05:29:41,64.18,-51.72,8.6,84,100,4.7
467,Viedma,AR,2020-02-25 05:31:45,-40.81,-63.0,56.79,61,95,3.83
468,Bose,CN,2020-02-25 05:40:04,23.9,106.61,75.81,58,81,3.6
469,Ola,RU,2020-02-25 05:40:04,59.58,151.28,1.17,80,31,3.11
470,Marrakesh,MA,2020-02-25 05:40:04,31.63,-8.01,51.8,50,19,2.24
471,Saint-Georges,GD,2020-02-25 05:32:48,12.06,-61.75,78.8,83,20,17.22
472,Bilibino,RU,2020-02-25 05:40:05,68.05,166.44,-25.22,90,0,2.26
473,Dusti,TJ,2020-02-25 05:40:05,37.35,68.66,62.6,51,75,4.47
474,Westport,US,2020-02-25 05:28:09,39.1,-94.58,39.99,87,90,9.17
475,Armacao Dos Buzios,BR,2020-02-25 05:27:33,-22.75,-41.88,75.25,84,100,18.14
476,Boa Vista,BR,2020-02-25 05:35:24,2.82,-60.67,82.4,65,40,12.75
477,Karla,EE,2020-02-25 05:40:06,59.37,24.93,27.0,92,5,2.24
478,Roblin,CA,2020-02-25 05:40:06,51.23,-101.36,12.97,94,100,5.64
479,Svetlaya,RU,2020-02-25 05:40:06,46.54,138.33,29.68,74,96,7.52
480,Baykit,RU,2020-02-25 05:40:06,61.67,96.37,14.45,85,72,1.72
481,Marsa Matruh,EG,2020-02-25 05:32:30,31.35,27.25,46.4,93,40,5.82
482,Hofn,IS,2020-02-25 05:32:13,64.25,-15.21,37.35,58,100,7.61
483,Bali Chak,IN,2020-02-25 05:40:07,22.37,87.55,74.01,55,100,16.42
484,Kununurra,AU,2020-02-25 05:32:07,-15.77,128.73,102.2,27,90,8.05
485,Kavaratti,IN,2020-02-25 05:32:46,10.57,72.64,84.2,74,20,2.53
486,Dubai,AE,2020-02-25 05:35:35,25.26,55.3,78.8,41,68,5.82
487,Vodnyy,RU,2020-02-25 05:40:07,63.5,53.41,30.27,92,99,9.33
488,Aldan,RU,2020-02-25 05:40:07,58.6,125.39,14.45,91,100,13.27
489,Arman,RU,2020-02-25 05:32:34,59.7,150.17,1.27,87,67,8.32
490,Richards Bay,ZA,2020-02-25 05:32:12,-28.78,32.04,71.06,74,22,8.23
491,Korla,CN,2020-02-25 05:32:16,41.76,86.15,34.81,47,96,2.26
492,Ambulu,ID,2020-02-25 05:32:32,-8.35,113.61,83.66,74,86,10.09
493,Antsohihy,MG,2020-02-25 05:40:08,-14.88,47.99,83.3,80,100,0.78
494,Mooresville,US,2020-02-25 05:35:33,35.58,-80.81,48.2,93,90,1.99
495,Price,US,2020-02-25 05:40:09,39.6,-110.81,26.6,49,40,5.82
496,Leh,FR,2020-02-25 05:40:09,49.49,0.11,46.4,81,90,18.34
497,Rosario,AR,2020-02-25 05:35:16,-32.95,-60.64,73.0,88,50,5.68
498,Magdalena,CO,2020-02-25 05:40:09,10.0,-74.5,73.49,83,38,5.66
499,Pacific Grove,US,2020-02-25 05:32:38,36.62,-121.92,55.0,71,1,11.68
500,Monrovia,LR,2020-02-25 05:40:09,6.3,-10.8,79.7,86,81,5.19
501,Anaconda,US,2020-02-25 05:40:09,46.13,-112.94,23.0,67,75,6.02
502,Sorvag,FO,2020-02-25 05:40:10,62.1,-7.36,37.4,71,100,16.11
503,Kindu,CD,2020-02-25 05:40:10,-2.95,25.95,69.08,98,100,5.03
504,Xining,CN,2020-02-25 05:40:10,36.62,101.77,45.79,19,0,4.36
505,Pingliang,CN,2020-02-25 05:40:10,35.54,106.69,49.93,25,0,10.0
506,Lac-Au-Saumon,CA,2020-02-25 05:40:10,48.42,-67.35,37.4,59,20,8.05
507,Moree,AU,2020-02-25 05:40:11,-29.47,149.85,84.2,45,90,4.7
508,Cuamba,MZ,2020-02-25 05:40:11,-14.8,36.54,69.62,98,100,6.44
509,Belmonte,BR,2020-02-25 05:40:11,-7.86,-38.76,72.72,88,98,12.39
510,Maumere,ID,2020-02-25 05:40:11,-8.62,122.21,82.54,79,19,7.58
511,Bay Roberts,CA,2020-02-25 05:32:17,47.6,-53.26,32.0,95,90,12.75
512,Pramanta,GR,2020-02-25 05:40:11,39.52,21.1,39.99,62,0,1.12
513,Marsh Harbour,BS,2020-02-25 05:34:31,26.54,-77.06,71.06,73,77,17.63
514,Kuche,CN,2020-02-25 05:40:12,41.73,82.94,50.32,28,21,5.17
515,Mchinji,MW,2020-02-25 05:40:12,-13.76,33.08,65.52,97,99,5.64
516,Tsihombe,MG,2020-02-25 05:34:11,-25.3,45.48,73.92,59,71,11.21
517,Ayan,RU,2020-02-25 05:31:58,56.45,138.17,11.75,73,26,5.5
518,Severo-Kurilsk,RU,2020-02-25 05:31:34,50.68,156.12,21.92,85,100,14.32
519,Konza,KE,2020-02-25 05:40:13,-1.74,37.13,64.4,77,100,5.82
520,Geraldton,AU,2020-02-25 05:30:39,-28.77,114.6,82.4,58,0,12.75
521,Erzin,TR,2020-02-25 05:40:13,36.96,36.2,53.01,100,30,2.24
522,Deputatskiy,RU,2020-02-25 05:40:13,69.3,139.9,-15.16,80,60,3.2
523,Takayama,JP,2020-02-25 05:40:13,36.13,137.25,48.99,81,75,1.12
524,Tarko-Sale,RU,2020-02-25 05:32:34,64.92,77.78,14.0,84,52,4.0
525,Riorges,FR,2020-02-25 05:40:14,46.04,4.05,45.0,70,90,5.82
526,Oussouye,SN,2020-02-25 05:40:14,12.48,-16.55,70.63,70,71,5.64
527,Ostrovnoy,RU,2020-02-25 05:31:35,68.05,39.51,26.92,95,100,8.1
528,Selma,US,2020-02-25 05:40:14,36.57,-119.61,57.2,71,0,3.27
529,Khanpur,PK,2020-02-25 05:36:02,28.65,70.66,85.62,22,0,10.09
530,Mahuva,IN,2020-02-25 05:40:14,21.09,71.76,75.07,54,66,14.58
531,Havoysund,NO,2020-02-25 05:40:15,71.0,24.66,26.6,63,40,9.17
532,Maceio,BR,2020-02-25 05:35:11,-9.67,-35.74,77.0,94,40,2.24
533,Raya,IN,2020-02-25 05:40:15,27.57,77.78,78.15,30,0,6.15
534,Tambopata,PE,2020-02-25 05:40:15,-12.73,-69.18,72.37,91,18,1.54
535,Russell,US,2020-02-25 05:40:15,32.35,-85.2,62.01,93,90,7.02
536,Goma,CD,2020-02-25 05:40:15,-1.68,29.22,61.43,95,100,1.97
537,Oriximina,BR,2020-02-25 05:40:16,-1.77,-55.87,76.86,92,100,5.93
538,Huilong,CN,2020-02-25 05:34:56,31.81,121.66,80.01,62,100,5.99
539,Bandiagara,ML,2020-02-25 05:40:16,14.35,-3.61,71.47,13,50,17.22
540,Burnie,AU,2020-02-25 05:40:16,-41.07,145.92,73.99,62,74,11.01
541,San Vicente,ES,2020-02-25 05:40:16,38.4,-0.53,62.01,70,0,9.17
542,Ciudad Del Maiz,MX,2020-02-25 05:40:16,22.4,-99.6,66.0,58,63,10.0
543,La Rioja,ES,2020-02-25 05:31:48,42.25,-2.5,39.2,93,65,2.24
544,Terrace,CA,2020-02-25 05:40:17,54.52,-128.6,32.0,75,90,5.82
545,Sibolga,ID,2020-02-25 05:40:17,1.74,98.78,93.0,45,77,2.89
546,Makung,TW,2020-02-25 05:35:13,23.57,119.59,70.12,77,7,12.64
547,Aklavik,CA,2020-02-25 05:31:43,68.22,-135.01,-11.2,76,20,5.82
548,Hobyo,SO,2020-02-25 05:40:17,5.35,48.53,82.06,64,100,18.3
549,Mangaratiba,BR,2020-02-25 05:40:17,-22.96,-44.04,71.4,84,79,8.43
550,Kargasok,RU,2020-02-25 05:40:18,59.06,80.86,20.97,90,96,9.08
551,Sur,LB,2020-02-25 05:34:51,33.27,35.19,60.8,77,40,10.29
552,Chekhov,RU,2020-02-25 05:40:18,55.14,37.47,32.0,86,0,8.95
553,Kharp,RU,2020-02-25 05:32:05,66.8,65.81,17.53,96,100,9.64
554,Kawalu,ID,2020-02-25 05:34:33,-7.38,108.21,81.61,80,87,3.22
555,Mercedes,AR,2020-02-25 05:31:26,-34.65,-59.43,72.0,72,89,1.99
556,Geresk,AF,2020-02-25 05:40:18,31.82,64.57,63.72,35,0,13.6
557,Caravelas,BR,2020-02-25 05:32:19,-17.71,-39.25,80.31,81,44,2.95
558,Kurinjippadi,IN,2020-02-25 05:40:19,11.57,79.6,84.2,70,40,4.7
559,San Angelo,US,2020-02-25 05:40:19,31.46,-100.44,57.99,57,1,9.17
560,Grand Falls,CA,2020-02-25 05:40:19,47.05,-67.74,35.6,59,1,3.36
561,Morondava,MG,2020-02-25 05:40:20,-20.28,44.28,84.27,71,98,3.56
562,Damghan,IR,2020-02-25 05:40:20,36.17,54.35,52.9,84,100,1.77
563,Campamento,HN,2020-02-25 05:40:20,14.55,-86.65,62.55,88,8,0.56
564,Bonawon,PH,2020-02-25 05:40:20,9.13,122.92,80.6,83,75,4.7
